run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_nvidia_20260729T103255903449,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M03_correction_handle,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"screenname: expected 'karpathy', got 'Andrej Karpathy'; limit: expected 3, got '3'"
v0_B_base_nvidia_20260729T103255903449,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_nvidia_20260729T103255903449,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M05_correction_limit,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"limit: expected 3, got '3'"
v0_B_base_nvidia_20260729T103255903449,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M06_switch_tool,True,wrong_tool,missing_tool_call,lookup,social_search,False,False,False,missing tool call lookup; extra tool call social_search
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R02_search_tweets_routing,False,wrong_tool,extra_tool_call,social_search,social_search|format|send,False,False,False,extra tool call format; extra tool call send
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup|lookup,False,False,False,"query: expected 'AI', got 'AI news today notable developments artificial intelligence May 2025 headlines top stories AI breakthroughs product launches policy updates research papers funding rounds acquisitions partnerships regulatory announcements major tech companies Google Microsoft OpenAI Meta NVIDIA Apple Amazon AI models GPT-5 Llama 4 Gemini 2.0 AI safety AI regulation EU AI Act US AI policy China AI strategy AI in healthcare AI in finance AI in robotics AI in climate AI ethics AI governance AI investment AI venture capital AI startup funding AI conference NeurIPS ICML CVPR AAAI ICLR AI demo AI product launch AI tool AI feature AI update AI news roundup May 2025 AI news roundup AI news today May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI news May 24 2025 AI 20'; topic: expected 'news', got None; timeframe: expected 'day', got None; extra tool call lookup"
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R04_read_url_routing,False,wrong_tool,extra_tool_call,fetch,fetch|format,False,False,False,extra tool call format
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R05_limit_arg,False,wrong_arg_value,wrong_arg_value,timeline,timeline|format|send,False,False,False,"limit: expected 10, got None; extra tool call format; extra tool call send"
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R06_timeframe_arg,False,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"topic: expected 'news', got None; timeframe: expected 'week', got None"
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R07_search_type_arg,False,wrong_arg_value,wrong_arg_value,social_search,social_search,False,True,False,"search_type: expected 'Top', got None"
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R08_out_of_scope,False,out_of_scope,unexpected_tool_call,no_tool,lookup,False,False,False,expected no tool call
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline|format|send,False,False,False,missing tool call clarify; extra tool call timeline; extra tool call format; extra tool call send
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,lookup|fetch|format|send,False,False,False,missing tool call clarify; extra tool call lookup; extra tool call fetch; extra tool call format; extra tool call send
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup,False,False,False,"query: expected 'AI', got 'AI news today Twitter site:twitter.com OR site:x.com OR site:t.co OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:twitter.com OR site:t'; topic: expected 'news', got None; timeframe: expected 'day', got None; missing tool call social_search"
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,format,False,False,False,expected no tool call
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M01_clarify_then_fill,True,missing_info,wrong_arg_value,timeline,timeline|format|send,False,False,False,"limit: expected 5, got None; extra tool call format; extra tool call send"
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup|format|send,False,False,False,"query: expected 'robotics', got 'robotics news today Vietnam'; topic: expected 'news', got None; timeframe: expected 'day', got None; extra tool call format; extra tool call send"
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M03_correction_handle,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"limit: expected 3, got None"
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M04_clarify_then_url,True,missing_info,extra_tool_call,fetch,fetch|format|send,False,False,False,extra tool call format; extra tool call send
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M05_correction_limit,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"limit: expected 3, got None"
v0_B_base_nvidia_20260729T105112058169,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M06_switch_tool,True,wrong_tool,wrong_arg_value,lookup,lookup|format|send,False,False,False,"query: expected 'OpenAI', got 'OpenAI news'; topic: expected 'news', got None; extra tool call format; extra tool call send"
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,wrong_arg_value,timeline,timeline,False,True,False,"screenname: expected 'sama', got 'samaltman'"
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,missing_tool_call,lookup,social_search,False,False,False,missing tool call lookup; extra tool call social_search
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"limit: expected 10, got '10'"
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,format,False,False,False,missing tool call clarify; extra tool call format
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"query: expected 'AI', got 'AI today'; topic: expected 'news', got 'general'"
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,wrong_arg_value,timeline,timeline,False,True,False,"limit: expected 5, got '5'"
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,missing_tool_call,lookup,social_search,False,False,False,missing tool call lookup; extra tool call social_search
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"screenname: expected 'karpathy', got 'Andrej Karpathy'; limit: expected 3, got '3'"
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"limit: expected 3, got '3'"
v0_B_base_nvidia_20260729T111216792455,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,missing_tool_call,lookup,social_search,False,False,False,missing tool call lookup; extra tool call social_search
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI news'"
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_openrouter_20260729T103907304372,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
